target_id	length	replicate_1	replicate_2	replicate_3	replicate_4
ENSCGRG00015002897	324	0	0	0	0
ENSCGRG00015002899	783	0	0	0	0
ENSCGRG00015002900	1533	65.3281	75.0431	69.5004	71.9071
ENSCGRG00015002901	612	21.1149	24.9006	18.5111	20.0266
ENSCGRG00015002904	429	0.144249	0	0	0
ENSCGRG00015002905	462	0.29026	0	0	0
ENSCGRG00015002907	1749	0.265344	0.184857	0.317406	0.24838
ENSCGRG00015002908	3255	0.4366236	0.420131	0.4038335	0.326462
ENSCGRG00015002909	2061	4.01311	4.55262	3.58683	3.83838
ENSCGRG00015002910	1908	1.49556	1.38983	1.76584	1.6307
ENSCGRG00015002911	2026	32.4521	31.5207	33.3075	32.6047
ENSCGRG00015002912	5734	18.602517	22.96764	20.54753	21.58938
ENSCGRG00015002915	1806	0	0	0	0
ENSCGRG00015002916	4480	153.5654594	154.400760075797	159.001702	180.558407
ENSCGRG00015002917	2456	0	0	0	0
ENSCGRG00015002918	2070	5.42824	6.89035	6.20949	5.45631
ENSCGRG00015002920	3373	32.800576	35.272507	31.494039	35.092217
ENSCGRG00015002921	471	0	0	0	0
ENSCGRG00015002922	949	58.7371	55.3507	57.5629	58.6911
ENSCGRG00015002923	1986	233.32463	241.65105	238.962144	235.33733
ENSCGRG00015002925	2595	8.13432	8.80577	8.21074	9.39773
ENSCGRG00015002926	435	0	0	0	0
ENSCGRG00015002927	774	0	0	0	0
ENSCGRG00015002930	4669	167.1325931	169.2094999	176.8489904	169.5762316
ENSCGRG00015002932	2774	4.110157	4.819375	4.04985	4.419535
ENSCGRG00015002933	3123	0.0197369	0	0.0366962	0.0432203
ENSCGRG00015002936	483	0	0.279293	0.436186	0
ENSCGRG00015002937	662	185.243	184.527	200.54	201.412
ENSCGRG00015002940	462	77.9136	93.4918	101.101	95.2888
ENSCGRG00015002941	603	43.4102	41.014	41.9261	40.0878
ENSCGRG00015002942	5049	0.0708309	0.0144427	0.120677	0.0517609
ENSCGRG00015002944	1170	20.1276	17.9128	19.2078	20.0862
ENSCGRG00015002947	756	0	0	0.286392	0
ENSCGRG00015002948	2058	7.12884	8.96706	9.11347	8.99396
ENSCGRG00015002949	4515	4.33868	4.031104	4.489392	4.8912309
ENSCGRG00015002951	3632	5.581996	5.67627	5.507314	5.787516
ENSCGRG00015002953	1692	32.825913	35.0826	34.27457	33.289467
ENSCGRG00015002954	1335	0	0	0	0
ENSCGRG00015002955	7069	21.556826	23.733906	23.613384	24.06235
ENSCGRG00015002956	1927	22.548038	24.095282	21.979956	22.43612
ENSCGRG00015002957	753	8.30235	9.19674	8.80919	10.2041
ENSCGRG00015002958	2859	0	0	0	0
ENSCGRG00015002959	1092	0	0	0	0
ENSCGRG00015002960	1238	70.6098	70.9306	69.8308	68.6726
ENSCGRG00015002961	1635	0	0	0	0
ENSCGRG00015002962	2886	17.405523	18.844609	17.7254	17.743135
ENSCGRG00015002964	1487	28.7357	27.1569	28.4564	27.5842
ENSCGRG00015002965	1449	0	0	0	0
ENSCGRG00015002966	2672	24.1715	25.3489	25.0875	24.8369
ENSCGRG00015002967	2040	0	0	0	0.034673
ENSCGRG00015002969	1278	0	0	0	0
ENSCGRG00015002970	336	763.18695	753.8086	782.83538	679.260454
ENSCGRG00015002971	297	0	0	0	0
ENSCGRG00015002973	1223	76.564	77.6452	77.7856	78.4616
ENSCGRG00015002974	5604	4.69571	4.55695	4.920028	4.760597
ENSCGRG00015002975	2959	79.0881	83.8165	86.1272	83.0541
ENSCGRG00015002977	744	0.46182	0	0	0
ENSCGRG00015002978	1842	0.2174702	0.1577195	0.120937	0.141244
ENSCGRG00015002979	735	0	0	0.110065	0
ENSCGRG00015002980	4219	21.303048	21.454629	21.025041	21.296041
ENSCGRG00015002982	1545	3.5126	3.5837	3.88186	4.4556
ENSCGRG00015002983	6667	1.311534	1.18788	1.20369	1.23458
ENSCGRG00015002984	1245	292.7905	292.5239	280.6936	282.037
ENSCGRG00015002986	411	0	0	0	0
ENSCGRG00015002987	597	0	0	0	0.176039
ENSCGRG00015002988	561	0	0	0	0
ENSCGRG00015002990	3540	0.344608	0.187102	0.256258	0.169852
ENSCGRG00015002991	828	0	0	0	0
ENSCGRG00015002992	2998	16.29229	17.49287	17.00943	17.5652298
ENSCGRG00015002993	579	0	0	0	0
ENSCGRG00015002994	2499	0.539972	0.435862	0.281511	0.386423
ENSCGRG00015002995	894	34.898855	36.4546	31.762722	39.755359
ENSCGRG00015002996	438	0	0	0	0
ENSCGRG00015002997	2619	0	0	0	0
ENSCGRG00015002999	4392	25.8016	27.7433	26.7259	27.5702
ENSCGRG00015003000	1366	34.61388	28.88228	28.92935	32.16573
ENSCGRG00015003001	996	0	0	0	0
ENSCGRG00015003002	1365	60.9893	67.953	64.9958	63.6994
ENSCGRG00015003003	2812	6.083293	7.415192	5.915229	5.528198
ENSCGRG00015003004	1564	30.95341	31.60714	33.5554	34.70073
ENSCGRG00015003005	3852	53.7521595	58.615667	54.6487531	55.451401
ENSCGRG00015003006	318	0	0	0	0
ENSCGRG00015003007	3291	0.3669302	0.2624359	0.2109419	0.470258
ENSCGRG00015003008	1256	35.2068	34.7626	34.206	34.2778
ENSCGRG00015003012	348	1.26517	3.00846	0.392951	1.36456
ENSCGRG00015003013	930	43.01099	48.3337	47.708612	48.84744
ENSCGRG00015003014	3464	2.340187	2.54293	2.54935	2.491876
ENSCGRG00015003016	789	0	0	0	0
ENSCGRG00015003018	6219	11.4054	12.7271	12.2644	12.5894
ENSCGRG00015003019	1310	4.72573	5.48804	6.14973	5.50039
ENSCGRG00015003022	210	0	0	0	0
ENSCGRG00015003023	1291	6.256632	5.150174	4.74588	5.23769
ENSCGRG00015003024	5260	15.6493	16.031567	16.2134	15.519
ENSCGRG00015003025	1251	0	0	0	0
ENSCGRG00015003026	1626	0	0	0	0
ENSCGRG00015003028	321	0	0	0	0
ENSCGRG00015003030	1198	27.705046	28.457189	28.6198786	25.7599
ENSCGRG00015003032	2193	0.121638	0.0397053	0.0764378	0.0812792
ENSCGRG00015003033	1652	31.3382	35.7722	32.9699	32.485
ENSCGRG00015003034	2400	0.237546	0.451195	0.36816	0.259845
ENSCGRG00015003035	1392	0	0	0	0
ENSCGRG00015003037	2220	61.2865	61.4442	61.9007	62.7944
ENSCGRG00015003039	3438	16.5744822942	17.251279507	17.3990131	18.709021384
ENSCGRG00015003040	585	0	0	0.157888	0
ENSCGRG00015003041	1623	0.152698	0	0.049667	0.0581315
ENSCGRG00015003042	1371	6.05413	6.86052	7.626728	6.72627
ENSCGRG00015003043	462	0.758899	1.50793	1.41401	0.542956
ENSCGRG00015003044	3381	2.302982	2.339664	2.734527	2.691214
ENSCGRG00015003045	8056	0.370898	0.426309	0.419099	0.355497
ENSCGRG00015003046	501	0	0	0	0
ENSCGRG00015003047	450	0	0	0	0.284163
ENSCGRG00015003051	1560	25.9112	24.8518	26.8026	25.1965
ENSCGRG00015003052	822	0	0	0	0
ENSCGRG00015003053	474	0	0	0	0
ENSCGRG00015003054	315	0.570986	0	0	0
ENSCGRG00015003055	477	0	0	0	0
ENSCGRG00015003056	11472	3.37517	3.51357	3.54254	3.13514
ENSCGRG00015003057	2658	36.20808	39.06998	37.669239	38.09176
ENSCGRG00015003058	477	0	0	0	0
ENSCGRG00015003060	492	0	0	0	0
ENSCGRG00015003061	1167	23.2386	24.2386	25.695	21.6395
ENSCGRG00015003063	923	68.8308	71.5718	70.2559	71.2607
ENSCGRG00015003064	1863	0.0352165	0	0	0
ENSCGRG00015003066	1431	0	0	0	0
ENSCGRG00015003067	2199	6.6448645	7.0071028	7.506668	7.091766
ENSCGRG00015003068	216	0	0	1.04226	0
ENSCGRG00015003069	5037	10.094822	9.72211000020926	11.03834265	11.331406
ENSCGRG00015003071	1708	15.499705	16.147455	14.880101	15.84088
ENSCGRG00015003073	906	0	0	0	0
ENSCGRG00015003074	261	0	0	0	0
ENSCGRG00015003075	3527	3.31951	3.47067	3.36319	3.66899
ENSCGRG00015003076	5711	2.548182	2.992239	2.37274	2.93606
ENSCGRG00015003077	1989	21.7484	22.7089	23.1152	20.878
ENSCGRG00015003078	1098	0.704969	0.256729	0.591155	0.76633
ENSCGRG00015003079	1134	0	0	0	0
ENSCGRG00015003083	2071	20.9527	21.0021	21.0542	23.0403
ENSCGRG00015003085	717	0	0	0	0
ENSCGRG00015003090	537	0	0	0	0
ENSCGRG00015003092	2469	0.332422	0.468399	0.499332	0.419618
ENSCGRG00015003093	4325	24.975	24.6956	25.1631	24.7623
ENSCGRG00015003094	528	85.8785	92.2901	91.3415	95.6056
ENSCGRG00015003095	912	74.1219	77.871	76.0248	80.53
ENSCGRG00015003096	3196	23.796453	24.9115	23.032873	24.202045
ENSCGRG00015003097	1602	22.584005	22.158998	21.516212	23.5122744
ENSCGRG00015003098	4416	2.965884	2.660182	2.838282	3.124746
ENSCGRG00015003099	4498	4.4917032	5.985358	3.562463	3.917456
ENSCGRG00015003101	1809	0.237168	0.311058	0.237315	0.159221
ENSCGRG00015003102	1932	0.0337662	0	0	0.0737943
ENSCGRG00015003103	2121	1.6101443	1.25906222368	1.15708	1.59608207328
ENSCGRG00015003104	162	39.8039	41.9796	59.8589	57.4928
ENSCGRG00015003105	1680	0	0	0	0
ENSCGRG00015003106	1236	0	0	0	0
ENSCGRG00015003107	1604	10.92254	8.70868	9.46284	9.67802
ENSCGRG00015003108	1023	0.3760653	0	0.175337	0
ENSCGRG00015003109	1939	7.446142	8.16276	7.78843	7.38562
ENSCGRG00015003110	1782	0	0	0	0
ENSCGRG00015003111	1348	13.3208	11.9212	13.3179	13.4453
ENSCGRG00015003113	369	0	0	0	0
ENSCGRG00015003115	534	0	0	0	0
ENSCGRG00015003119	325	35.6176	37.6481	37.2015	39.5574
ENSCGRG00015003121	2646	4.193496	3.820234	4.169733	4.152728
ENSCGRG00015003122	799	791.863	748.663	818.44	732.595
ENSCGRG00015003123	939	0	0	0	0
ENSCGRG00015003126	3868	5.877589	5.65832	6.60247	5.810772
ENSCGRG00015003127	1066	12.5797	12.3871	11.1996	13.5239
ENSCGRG00015003130	780	0	0.391123	0.100694	0.116744
ENSCGRG00015003131	789	0	0	0.099002	0
ENSCGRG00015003132	2044	23.8012	24.9869	23.7278	24.5284
ENSCGRG00015003134	2571	11.122	12.8376	11.7962	11.8217
ENSCGRG00015003135	789	72.5864	76.6708	72.8655	74.2844
ENSCGRG00015003136	1750	0.0378809	0.0923669	0.105731	0.0827382
ENSCGRG00015003138	939	0	0	0	0
ENSCGRG00015003139	881	1842.78447	1692.60674	1877.27389	1813.51854
ENSCGRG00015003141	1939	0.103083	0.211755	0.127855	0.30035
ENSCGRG00015003143	2315	3.13316	3.82517	3.3993	3.78745
ENSCGRG00015003145	294	11.6871	12.7589	13.8454	11.4331
ENSCGRG00015003147	942	0	0	0	0
ENSCGRG00015003149	5271	0	0	0	0
ENSCGRG00015003151	1923	0.757781	0.672211	0.897168173679	0.715061347805
ENSCGRG00015003152	1626	0.0826214	0.302052	0.115321	0.135278
ENSCGRG00015003153	1116	0.526576	0.252062	0.064475	0.429591
ENSCGRG00015003154	939	0	0	0	0
ENSCGRG00015003155	3674	62.774591	66.76875	64.3814700010561	65.904910245426
ENSCGRG00015003156	1461	9.53775	10.3471	12.0792	12.1727
ENSCGRG00015003157	1449	0	0	0.0441579	0
ENSCGRG00015003159	957	0	0	0	0
ENSCGRG00015003160	2787	0	0.0289934	0.02207	0.0259744
ENSCGRG00015003161	558	0	0	0	0
ENSCGRG00015003162	939	0	0	0	0
ENSCGRG00015003163	942	0	0	0	0
ENSCGRG00015003165	2109	0.3054	0.521781	0.198832	0.500807
ENSCGRG00015003167	1395	0	0	0.0462569	0
ENSCGRG00015003168	1548	0.481861	0.800468	0.489198	0.286794
ENSCGRG00015003169	456	0	0	0	0
ENSCGRG00015003170	2301	0	0	0	0
ENSCGRG00015003171	948	0	0	0	0
ENSCGRG00015003172	2854	5.08646	5.00208	6.20277	6.06472
ENSCGRG00015003173	2003	7.48048	8.5311331328	7.766569	7.8963
ENSCGRG00015003174	357	0	0	0	0
ENSCGRG00015003175	570	0	0	0	0
ENSCGRG00015003176	13800	0.0835478	0.0869709	0.112542	0.0916808
ENSCGRG00015003177	402	0	0	0	0
ENSCGRG00015003178	3978	16.346246	17.317912	18.183706	18.363925
ENSCGRG00015003179	711	0	0	0	0
ENSCGRG00015003180	1215	0.118047	0.143516	0.173609	0.385594
ENSCGRG00015003181	917	6.83106	7.26558	9.36037	8.246218
ENSCGRG00015003183	1053	0.0710279	0	0.13236	0.0772045
ENSCGRG00015003184	1575	0.0429085	0.209112	0.0399302	0
ENSCGRG00015003185	1860	0.564517	0.602423	0.525155	0.539637
ENSCGRG00015003186	1344	0	0	0	0
ENSCGRG00015003187	1041	0	0	0	0
ENSCGRG00015003189	408	0	0	0	0
ENSCGRG00015003190	561	0	0	0	0
ENSCGRG00015003192	2759	12.615945	14.9164	12.8781	13.9312
ENSCGRG00015003193	1140	0	0	0	0
ENSCGRG00015003194	3773	19.166792	20.208099	20.060355	19.687
ENSCGRG00015003196	2111	7.271961	6.723429	7.31262	7.22577
ENSCGRG00015003197	7485	67.276557	70.60765	69.046385	67.144983
ENSCGRG00015003198	960	0.884571	0.877397	0.524661	0.436452
ENSCGRG00015003199	3434	101.43478	106.41307	103.03882	104.93511
ENSCGRG00015003200	1506	5.52391	6.83828	6.27879	4.79135
ENSCGRG00015003202	159	0	0	0	0
ENSCGRG00015003203	921	0	0	0	0
ENSCGRG00015003204	315	0.511661	0	0	0
ENSCGRG00015003205	4977	181.573684	190.27969	188.4873	192.199037
ENSCGRG00015003206	948	0	0	0	0
ENSCGRG00015003208	3015	22.4764	25.76583	23.30314	25.34661
ENSCGRG00015003209	973	59.6333	64.4459	69.9867	62.7225
ENSCGRG00015003210	837	0	0	0	0.10549
ENSCGRG00015003211	1158	0.313778	0.83883	0.584509	0.887804
ENSCGRG00015003212	555	0	0	0	0
ENSCGRG00015003214	2259	21.3010327	22.268438	21.747445	22.232751
ENSCGRG00015003215	570	0	0	0	0
ENSCGRG00015003217	4756	0.276625	0.492211	0.45573	0.344533
ENSCGRG00015003220	2286	0	0	0	0
ENSCGRG00015003221	1275	0	0	0	0
ENSCGRG00015003224	6592	72.4763	76.517	74.9448	74.5811
ENSCGRG00015003225	1533	15.980157	19.04443	15.182179	15.97894
ENSCGRG00015003227	1479	35.09581	38.22225	39.12651	39.49686
ENSCGRG00015003230	513	0	0	0	0
ENSCGRG00015003231	1362	0	0	0	0
ENSCGRG00015003232	1441	10.4122	10.8749	10.9808	10.5217
ENSCGRG00015003233	429	2.91773	3.77687	2.95254	4.32959
ENSCGRG00015003234	474	0	0.865505	0.676019	0.957067
ENSCGRG00015003236	357	0.402295	0.47821	0	0
ENSCGRG00015003237	2655	129.251347	131.458055	130.122	134.612
ENSCGRG00015003238	2913	0.4262575	0.598555	0.55903	0.511861
ENSCGRG00015003239	1197	0	0	0	0.065485
ENSCGRG00015003240	309	0	0	0	0
ENSCGRG00015003241	621	21.8085	16.2345	17.6131	17.6804
ENSCGRG00015003244	393	0.337518	0	0	0.725034
ENSCGRG00015003245	3513	18.3288	17.9895	18.2484	17.6775
ENSCGRG00015003246	1101	110.937	116.668	116.141	115.772
ENSCGRG00015003247	2296	24.297609	26.405503	27.387311	24.449598
ENSCGRG00015003248	700	45.09642	40.7281	45.052927	48.658042
ENSCGRG00015003249	327	0.951677	0	0.442882	0.514046
ENSCGRG00015003250	366	0	0	0	0
ENSCGRG00015003251	4674	71.691532	78.675897	81.460883	75.223844
ENSCGRG00015003253	1309	15.1044	15.3679	17.1656	15.4039
ENSCGRG00015003255	357	0	0	0	0
ENSCGRG00015003256	360	22.1807	23.0631	17.3493	19.6188
ENSCGRG00015003257	2727	19.64479	18.12102	17.80972	19.06682
ENSCGRG00015003258	462	0	0	0	0
ENSCGRG00015003264	258	2.29283	4.51902	4.26273	5.82724
ENSCGRG00015003265	1892	42.03921	46.82582	42.80159	44.13615
ENSCGRG00015003267	803	27.3077	29.2496	35.5997	29.0998
ENSCGRG00015003268	1191	0	0	0	0
ENSCGRG00015003272	743	61.9577	70.7072	66.0484	71.2219
ENSCGRG00015003273	5970	0.909412	0.756351	0.860949	0.846337
ENSCGRG00015003275	378	0	0	0	0
ENSCGRG00015003276	1356	0	0	0	0
ENSCGRG00015003277	5163	20.77227	22.19448	21.167522	21.696604
ENSCGRG00015003278	261	0	0	0	0
ENSCGRG00015003279	1787	15.5993	14.6486	15.0973	14.0099
ENSCGRG00015003283	546	0	0	0	0
ENSCGRG00015003284	2838	7.64863	8.05963	7.57975	8.03612
ENSCGRG00015003286	7623	7.51126	7.58689	7.67831	7.40437
ENSCGRG00015003287	2919	15.518848	15.974664	17.30622	17.334852
ENSCGRG00015003289	2219	18.6231	21.5709	18.6869	18.5358
ENSCGRG00015003290	3851	19.2036	22.7576	19.8994	19.7691
ENSCGRG00015003291	1038	0.0723912	0.175707	0.269818	0.393355
ENSCGRG00015003292	1443	0	0	0	0
ENSCGRG00015003293	462	77.2859	90.3912	107.224	66.4764
ENSCGRG00015003294	1539	270.17151	277.18064	276.71089	283.07383
ENSCGRG00015003295	747	0.258653	0.477278	0.124233	0.141634
ENSCGRG00015003296	1092	0	0	0	0
ENSCGRG00015003299	1895	22.2797	21.847	19.821	21.2049
ENSCGRG00015003300	1515	63.6102	65.597	65.6014	68.466
ENSCGRG00015003302	4711	0.673148	0.637006	0.601978	0.45937
ENSCGRG00015003304	540	0	0	0	0
ENSCGRG00015003305	884	9.77398	11.9313	12.6501	12.5254
ENSCGRG00015003306	2926	30.020544	33.61019	31.700859	33.43809
ENSCGRG00015003307	3228	15.118471	15.897472	16.676963	18.314709
ENSCGRG00015003308	3803	8.05608	8.95326	7.60656	7.91669
ENSCGRG00015003310	1158	0	0	0	0
ENSCGRG00015003311	2008	120.565	126.356	121.561	126.74
ENSCGRG00015003312	1293	126.491861	132.065756	130.104322	133.633523
ENSCGRG00015003316	2250	0.02838	0	0	0
ENSCGRG00015003317	1966	0.397136	0.322991	0.400193	0.289334
ENSCGRG00015003318	2811	32.6086	33.715499	31.244154	35.250135
ENSCGRG00015003320	1740	0	0	0	0
ENSCGRG00015003321	417	0	0	0	0
ENSCGRG00015003322	339	0	0	0	0
ENSCGRG00015003323	270	0	0	0	0
ENSCGRG00015003325	837	146.305	135.837	149.71	142.728
ENSCGRG00015003326	1203	0	0	0	0
ENSCGRG00015003327	4549	0.3837351	0.598854	0.446189	0.530066
ENSCGRG00015003329	348	15.6037	14.0395	18.0757	16.3747
ENSCGRG00015003331	1385	0.150782	0.183619	0.233951	0.274007
ENSCGRG00015003332	1773	0.633756	0.93138	0.69613	0.990798
ENSCGRG00015003333	1313	83.2151	83.3263	88.0449	89.8005
ENSCGRG00015003334	1266	1.27172	1.745	1.0481	0.880859
ENSCGRG00015003335	6558	10.7064	11.161330644894	11.4679600005487	10.69962
ENSCGRG00015003336	903	34.9039	36.8858	35.9506	38.2389
ENSCGRG00015003337	1542	1.45233	0.804182	1.26967	1.2752179
ENSCGRG00015003338	1225	13.02114	9.85868	13.83833	14.27006
ENSCGRG00015003339	378	0	0	0	0
ENSCGRG00015003343	432	0.892362	1.05213	0	2.49933
ENSCGRG00015003344	363	0	0	0	0.420352
ENSCGRG00015003346	306	35.1473	37.1346	46.8081	37.504
ENSCGRG00015003347	2593	49.51246	46.82919	48.957021	49.63427
ENSCGRG00015003348	429	0	0.343352	0	0
ENSCGRG00015003349	372	0	0	0	0
ENSCGRG00015003352	4002	0	0	0	0
ENSCGRG00015003353	969	0	0	0	0
ENSCGRG00015003354	1716	19.7608	21.6506	20.1898	21.5675
ENSCGRG00015003355	945	0	0	0	0
ENSCGRG00015003357	366	0	0	0	0
ENSCGRG00015003359	1957	1.66349	1.2176	1.14505	1.30886
ENSCGRG00015003360	816	0.303138	0	0	0
ENSCGRG00015003361	2085	0	0	0	0
ENSCGRG00015003362	4716	0	0	0	0
ENSCGRG00015003363	1461	5.5527	5.59487	4.99242	6.47844
ENSCGRG00015003364	4071	3.04053	3.24675	2.78461	2.84391
ENSCGRG00015003365	1104	1.00131	1.62146	0.994978	1.23425
ENSCGRG00015003366	2683	2.17618	2.41285	2.43784	3.54715
ENSCGRG00015003367	1912	12.8419	13.5315	13.824	15.6176
ENSCGRG00015003368	4384	10.2028	9.77583	11.5291	11.3262
ENSCGRG00015003369	1711	15.2086	14.7462	13.6075	15.5024
ENSCGRG00015003370	501	204.164	208.171	215.007	219.879
ENSCGRG00015003371	4083	5.99835	6.040894	5.241026	6.00014
ENSCGRG00015003375	1761	76.336	73.3101	77.0032	82.424
ENSCGRG00015003377	3221	8.375626	8.946422	9.55493	8.617909
ENSCGRG00015003379	1414	21.72956	20.973307	21.630001	22.58953
ENSCGRG00015003381	3519	2.84397	3.28601	3.17551	2.79206
ENSCGRG00015003382	348	0.421723	0	1.17885	0
ENSCGRG00015003384	417	0	0	0	0
ENSCGRG00015003385	675	0.268906	0	0	0
ENSCGRG00015003386	1461	0.0469695	0	0	0.0512284
ENSCGRG00015003387	396	2.33134	1.98205	0.9308	1.7874
ENSCGRG00015003389	2147	53.8073	56.1008	57.8925	62.0351
ENSCGRG00015003390	429	2.59989	1.03225	1.34305	0.929
ENSCGRG00015003393	2040	3.55984	3.13921	3.944885	4.798136
ENSCGRG00015003394	561	5.2662	4.56389	5.75626	6.43467
ENSCGRG00015003395	2869	1.53756	2.19613	1.8523	1.73044
ENSCGRG00015003396	1016	37.6909	40.60773	37.1369	37.92708
ENSCGRG00015003397	1392	0.300523786	0.67062202	0.186502127	0.218417
ENSCGRG00015003398	312	90.6674	85.0402	99.8877	93.5341
ENSCGRG00015003399	4172	3.955682	3.95095	3.719236	4.42058
ENSCGRG00015003400	1506	0	0	0	0
ENSCGRG00015003401	2480	10.89031	11.34228	10.98885	13.66819
ENSCGRG00015003402	1068	27.419743	28.790179	25.062726	25.27857
ENSCGRG00015003403	975	21.5743	23.1049	22.236	25.3901
ENSCGRG00015003404	540	351.262	334.384	385.723	374.965
ENSCGRG00015003405	1434	0.480465	0.175493	0.313051	0.052395
ENSCGRG00015003406	4546	5.537017	5.462136	5.663715	5.942568
ENSCGRG00015003407	1377	0	0	0	0
ENSCGRG00015003409	1124	0	0.07922	0	0
ENSCGRG00015003410	993	0	0	0	0
ENSCGRG00015003411	336	0	0	0	0
ENSCGRG00015003412	252	0	0	0	0
ENSCGRG00015003413	3013	19.3957	19.1618	18.9092	19.1669
ENSCGRG00015003414	687	48.7936	53.8857	51.1523	47.5507
ENSCGRG00015003415	537	34.9852	27.8194	36.6453	38.6041
ENSCGRG00015003416	6118	39.8539	42.0157	41.7417	39.7939
ENSCGRG00015003418	3962	10.1075	11.2025	10.5723	11.0069
ENSCGRG00015003419	13656	0	0	0	0
ENSCGRG00015003420	2160	48.8944	48.1555	46.1199	49.6171
ENSCGRG00015003421	405	0	0	0	0
ENSCGRG00015003422	195	0	0	0	0
ENSCGRG00015003424	1686	188.275493	186.748551	190.174138	192.722
ENSCGRG00015003425	384	0	0	0	0
ENSCGRG00015003426	1539	28.894	30.93909	26.13083	28.26395
ENSCGRG00015003428	2333	1292.15	1312.38	1334.95	1308.11
ENSCGRG00015003430	1820	0.325665	0.661886	0.437622	0.3210035
ENSCGRG00015003435	1056	7.92528	9.44838	7.71394	9.38396
ENSCGRG00015003436	1431	0	0	0	0
ENSCGRG00015003437	3682	63.53529	65.0782000011666	60.607371	61.1233
ENSCGRG00015003438	2280	28.7141	30.7873	29.8235	27.8862
ENSCGRG00015003439	615	29.5413	28.0011	31.2244	28.9115
ENSCGRG00015003443	1723	0.0820225	0	0.0763227	0
ENSCGRG00015003444	1062	0	0	0	0
ENSCGRG00015003445	1684	0.594484	0.579688	0.479387	0.778877
ENSCGRG00015003446	1197	5.76623	5.15577	5.99893	4.87417
ENSCGRG00015003447	327	61.859	78.9117	56.6889	75.0506
ENSCGRG00015003448	1066	5.120521	6.25103	6.979232	8.921748
ENSCGRG00015003449	930	0.587927	0.916	0.313174	0.0911227
ENSCGRG00015003450	933	71.3254	79.7479	76.9335	83.4656
ENSCGRG00015003451	4158	44.4604	48.4687	48.6676	47.0958
ENSCGRG00015003452	5046	0.0118125	0.0289035	0.0768424	0.0517932
ENSCGRG00015003453	1482	2.44673	2.30505	3.09359	2.97102
ENSCGRG00015003454	2593	40.5445	38.875703	41.50658	38.8499
ENSCGRG00015003456	757	207.844	191.495	209.735	214.799
ENSCGRG00015003457	3773	26.64656	26.747415	27.4894	27.05903
ENSCGRG00015003458	1563	1.29908	1.74093	2.13577	1.2286
ENSCGRG00015003461	2223	0.391277	0.554241	0.73417	0.919377
ENSCGRG00015003462	924	19.79393	19.76992	22.60409	18.56882
ENSCGRG00015003464	858	0	0	0	0.101862
ENSCGRG00015003466	756	19.5585	21.9701	17.302	21.2655
ENSCGRG00015003467	1347	0	0	0	0
ENSCGRG00015003468	1069	17.7555	19.1044	18.3591	18.3949
ENSCGRG00015003469	911	98.4002	88.79575	95.5622	97.2806
ENSCGRG00015003470	2069	8.66417	9.867436	9.84423	11.195
ENSCGRG00015003471	396	0	0	0	0
ENSCGRG00015003472	1811	31.6632	32.1311	30.8789	34.3874
ENSCGRG00015003473	933	0	0	0	0
ENSCGRG00015003474	2434	21.12667	20.48205	21.454997	20.60187
ENSCGRG00015003477	1041	0	0	0	0
ENSCGRG00015003480	3480	0.0175511	0	0	0
ENSCGRG00015003481	2034	8.59373	10.2915	8.55578	8.17553
ENSCGRG00015003483	696	0	0.154457	0.11964	0.138303
ENSCGRG00015003484	2447	0	0	0	0
ENSCGRG00015003485	3894	21.666206	25.059179	22.639367	24.851907
ENSCGRG00015003486	6830	28.72259	30.28764	29.71198	29.237302
ENSCGRG00015003487	3144	1.74381	1.43676	1.73038	1.43738
ENSCGRG00015003488	945	0	0	0	0
ENSCGRG00015003489	2238	0.114207	0.104559	0.265531	0.187335
ENSCGRG00015003491	1830	0.035955	0.0438467	0	0.157107
ENSCGRG00015003492	1122	8.03998	7.38434	7.36758	9.17278
ENSCGRG00015003493	300	191.582	179.151	185.247	175.525
ENSCGRG00015003494	3202	43.98911	46.74232	45.59095	43.78885
ENSCGRG00015003495	1380	0	0	0	0
ENSCGRG00015003496	945	0	0	0	0
ENSCGRG00015003497	417	0	0	0	0
ENSCGRG00015003499	782	57.9547	56.3704	58.3829	57.2241
ENSCGRG00015003501	1749	15.97	14.8594	17.8419	16.2603
ENSCGRG00015003503	1944	0.201157	0.163592	0.031186	0.109908
ENSCGRG00015003504	198	8.21582	1.61811	1.2675	3.02687
ENSCGRG00015003506	6329	7.91358	7.97276440352	8.501742	7.703268432215
ENSCGRG00015003507	5670	19.7001	22.047	21.2586	20.338
ENSCGRG00015003508	804	0	0	0	0
ENSCGRG00015003509	945	0	0	0	0
ENSCGRG00015003510	990	10.4123	11.5994	12.0764	12.1454
ENSCGRG00015003512	237	15.5056	17.307	11.0821	12.0416
ENSCGRG00015003514	2038	53.27501	48.34244	53.74411	54.37916
ENSCGRG00015003515	1410	0	0	0	0
ENSCGRG00015003516	1674	44.5416	39.7441	45.4551	43.4438
ENSCGRG00015003517	1842	0.0713658	0.0435164	0.132782	0.155924
ENSCGRG00015003519	5883	22.159976	22.90533	22.2756483	23.460745
ENSCGRG00015003520	1507	3.93603	3.91235	3.78952	4.19527
ENSCGRG00015003522	945	0	0	0	0
ENSCGRG00015003523	1170	8.48457	7.67691	8.59447	8.15582
ENSCGRG00015003524	3766	10.470412874	11.56199743	9.1727534	11.564961
ENSCGRG00015003527	1644	7.33946	7.00663	7.13289	7.12178
ENSCGRG00015003530	945	0	0	0	0
